[-38592.65635189],[-75241.11914435],[-65571.81211369]
[-93064.29263538],[-45395.61333521],[-28458.77519698]
[ 24545.50997034],[-26617.37136178],[-87872.08661925]
[-23283.76255205],[-18387.98511247],[-59132.93408228]
[ 31828.44237652],[-75191.48992396],[ 82554.07093739]
[ 75170.17015752],[ 95802.70559832],[ 38231.97789657]
[-13854.65281562],[-31160.62033946],[ 99138.31251964]
[ 22647.9070204],[-21863.01388685],[-63609.65810269]
[-31997.83191307],[-98685.93566269],[-31655.77414914]
[ 67860.23204317],[ 74680.48420772],[ 74113.70490907]
[-2872.88964785],[-23855.04852647],[-32146.81154942]
[-58227.59908354],[ 54109.85155468],[-86406.47748075]
[-61124.2212655],[-13935.69583501],[ 16213.33974599]
[-70151.21552291],[ 20759.78919113],[ 96292.25608667]
[-24695.54043544],[-73991.36394466],[ 9156.89841933]
[-77996.35512189],[ 43462.15236698],[ 47941.83596477]
[ 46953.65828624],[ 88108.45900979],[-79911.61634524]
[-25676.79405642],[ 78045.62883222],[-84726.66343725]
[ 39317.25824536],[-36519.00602743],[ 60384.44727228]
[-91562.35930385],[-41446.98288116],[ 9165.73647916]
[-66654.2268569],[-54646.02090757],[ 46238.20626977]
[ 48019.58761241],[ 27959.56172454],[-19046.36550264]
[ 6263.55484493],[-14268.32237227],[-78448.11379437]
[ 6977.26178025],[-72156.67758358],[ 54598.26422177]
[ 3878.01134697],[ 95158.63775664],[-87453.8325072]
[ 51889.47360944],[ 77541.30141243],[ 3659.94793974]
[ 59931.23891712],[-31087.22049339],[ 91620.40943233]
[-53979.2260439],[ 17081.16969894],[ 56177.36593419]
[ 5565.25695969],[-60266.48186538],[-96641.27785741]
[-53749.68556568],[-85132.14565402],[ 25992.4377965]
[-61586.58464476],[ 90711.9064773],[ 3058.1593132]
[ 85130.40968127],[-82008.10930972],[ 97380.21023118]
[ 61108.25749879],[ 81434.54180284],[ 42850.91116773]
[-98407.42343867],[ 22826.14922567],[ 57820.74442145]
[-31811.23443277],[ 87527.24922099],[-59300.49344399]
[-22035.10030792],[ 60889.52954858],[ 74837.35987811]
[-16120.11709951],[-31329.39969368],[ 66861.60074467]
[-33869.73585558],[ 94812.90077023],[-41472.80905345]
[-42000.56876345],[-81356.78384096],[-74109.67052777]
[-57754.58891605],[-75696.75333436],[-31692.42363161]
[-6103.38054044],[-3208.08861488],[-24436.04752871]
[-47729.54783552],[ 99202.90596264],[ 29843.42719585]
[ 2840.74468061],[-43197.74224785],[-97895.98626631]
[ 8603.56634511],[-93352.97540244],[-32625.77091333]
[-22365.0038408],[ 70409.04398896],[ 97050.79137546]
[-51848.64119872],[-3834.98796677],[ 38807.00237521]
[-21356.34518968],[ 38557.26874669],[ 494.47237388]
[ 91328.1265387],[ 30368.22328664],[-47920.05723949]
[-91002.5968164],[-42634.79135864],[ 45952.01514498]
[ 35426.64824155],[ 42225.61335751],[-68666.19643464]
[-14862.01860887],[-91773.87289563],[ 88728.03847056]
[ 6239.28641097],[-55285.73961358],[-72633.92269171]
[ 32607.64535176],[-13736.30060763],[-9877.55566912]
[ 83514.72971394],[ 95444.77610801],[-51102.21561931]
[ 41193.48177472],[ 61224.32936356],[-92890.61591892]
[ 12219.56891058],[ 83867.68415461],[-67560.38875133]
[-83694.47727892],[ 38348.01307044],[ 65549.81387522]
[-99948.60674357],[ 66280.06291026],[ 78079.33502087]
[-25887.70721356],[ 36507.70267435],[-89676.28804449]
[ 97851.64451099],[ 19922.37744428],[ 26126.58099117]
[-71565.56451653],[-12050.16742681],[ 27705.84359711]
[ 34932.37618721],[-64654.63604315],[-51448.90060454]
[-10698.48625665],[-98979.67859899],[ 68331.07304457]
[ 55628.03776251],[-94387.94938428],[-71529.72302305]
[ 13978.82473948],[-29957.80729052],[-4324.42730555]
[ 6963.08920407],[-17597.32191922],[-65510.41205608]
[-59549.26971576],[ 33986.66223327],[ 36362.71637657]
[ 55822.80891996],[ 43181.85127228],[ 23339.39251936]
[ 86465.50146802],[ 274.11849023],[ 94638.68162817]
[ 82727.43792019],[-8266.23677604],[-8677.1216958]
[ 66525.03216766],[ 93654.00888476],[ 36559.46814861]
[-13539.8414882],[-81972.49945916],[-83134.0036106]
[-52008.35048202],[ 34209.16991659],[ 71408.38143726]
[ 13567.88340463],[-31212.94524958],[-60961.48130855]
[-11894.40621106],[ 90184.60598914],[-81019.8771602]
[-93812.38784399],[-69621.94682966],[-9198.59033518]
[ 90508.19479679],[ 17415.08978897],[-82402.26318571]
[-11187.29209864],[ 91550.71037244],[-17899.09918076]
[ 71092.4535903],[ 65484.47861702],[-14001.68416088]
[ 14174.04003254],[-69580.53425645],[ 44984.5911061]
[ 26015.54006121],[ 85224.11566632],[-14910.67295145]
[ 76884.56006453],[-77652.40578744],[-82467.35203431]
[ 34166.00776914],[ 16776.22293073],[ 35592.51746264]
[-10384.06534133],[ 18455.08172249],[-64167.60729719]
[-99916.75390158],[-49079.26712798],[-68733.19278533]
[-92107.38490674],[-27786.87519075],[-86207.1913169]
[ 73025.71902107],[-21586.27763892],[-5526.48605593]
[-26044.31512569],[-8949.70959558],[ 50073.78486191]
[ 39942.44744324],[-58517.20152533],[ 90674.31157974]
[-40121.27443557],[-23837.05441412],[ 81570.14160896]
[ 82500.00191178],[-70791.21332544],[ 32507.45707073]
[-8550.02159728],[-59234.58532642],[ 68628.01782555]
[-13760.29846174],[-84690.52675474],[-86990.30000849]
[-95058.82698603],[-95808.01583358],[-69414.70540312]
[ 49832.12036965],[ 67974.8742823],[-7696.08686037]
[-58620.84868906],[-95762.78962313],[ 97780.21560797]
[-93887.41770401],[-63375.60966244],[-81279.86597027]
[-4245.47174153],[ 80354.64839104],[-43424.46172781]
[-59405.27005947],[-85861.50374437],[ 84890.93412149]
[ 91499.28020584],[ 69386.78833862],[-92923.89803296]
[ 35347.1172662],[ 93431.39109008],[ 27885.78456964]
[ 64697.27888786],[-207.96721165],[-74269.75359615]
[ 50488.6621496],[ 24021.68710652],[-81173.17371583]
[-24501.22634854],[-20265.18423373],[-71874.85198723]
[ 62270.08077342],[-92120.30863032],[ 71270.21193985]
[-83378.94124934],[-28991.05688867],[ 54407.40195635]
[-26419.75272392],[-82884.93848555],[-97973.7854446]
[-4348.64786983],[-24439.84678404],[-35053.78987047]
[ 43067.00510454],[-2594.62956125],[ 88924.65672745]
[ 68795.72830597],[ 31684.15016819],[-2939.23478758]
[-86968.787234],[-55142.23885989],[-69328.48787629]
[-50076.95285126],[ 35748.08450591],[-99216.34991112]
[ 79322.88786875],[ 18244.0621303],[ 74773.97138178]
[-81753.19145172],[-65217.16526173],[ 31003.03935637]
[-43986.9912989],[-27939.72403538],[-50724.73700788]
[ 4313.11213758],[ 96537.51481629],[ 74842.66338104]
[-3380.19659571],[-10589.42496169],[-92038.770586]
[-7257.07454778],[-93011.84123007],[ 23447.89725805]
[ 28330.25502005],[-20419.48755076],[-10249.12546082]
[ 36055.94512726],[-2242.01202415],[-62146.35674754]
[-623.89000075],[-49412.38244159],[ 56759.63606306]
[-4852.52454305],[ 37953.83788986],[ 48246.72813291]
[ 682.61405663],[ 78735.83547513],[-72778.65921812]
[-43356.78410355],[ 58524.09081244],[ 72839.67441488]
[ 3870.14261415],[-46056.25077673],[-39118.32698144]
[-62187.87394943],[ 44098.31079287],[ 86122.20204585]
[-362.86182108],[-2108.25861761],[-51104.67120485]
[ 90472.64418103],[-91998.98322769],[ 29915.3117139]
[-35373.79228799],[ 50436.57181473],[-82711.80777319]
[ 68329.38902237],[ 8916.82010558],[-1864.85998779]
[ 19293.71418292],[-94862.84967223],[-60886.06482128]
[-55910.42243595],[ 98030.17809532],[-6279.87333752]
[-44386.06702157],[-87996.69418691],[ 89590.46214173]
[-98020.89698271],[ 91956.19878323],[ 53441.20139968]
[-91075.02764974],[-63042.71743838],[-10925.61781853]
[ 31750.33641137],[ 25577.33384679],[ 96990.15408715]
[-82978.38298111],[ 50153.21756573],[-22822.29515018]
[-90460.03728388],[-38149.40718353],[-82500.07735371]
[ 48433.51668205],[-28237.14908994],[ 29380.27208955]
[ 64892.51160667],[-81688.14140125],[ 66379.35461902]
[-81394.93347914],[-34743.09859296],[ 20792.88567468]
[-86037.09028684],[-97887.93227989],[ 63583.90896258]
[ 33766.77670714],[-49543.07035554],[-95619.84188456]
[ 28761.67657663],[-55544.08653975],[ 52055.34806661]
[-36372.26113626],[ 72113.52810715],[ 35810.04131811]
[ 578.77335611],[ 49714.3197526],[-55528.75947741]
[-18956.37532109],[-69733.49760186],[-57392.58795393]
[ 8656.97874071],[-19802.09595567],[-42052.87872922]
[ 67436.16065137],[ 74646.09007778],[ 95893.40017991]
[-16745.06521117],[-77801.51480749],[-34277.42996604]
[ 92279.52051698],[-55780.78632241],[ 23016.11910139]
[ 77977.29233162],[ 4916.89685611],[-23194.6789203]
[ 36100.30192475],[ 28198.65501134],[ 63122.59455718]
[-32328.57326055],[-2170.8064829],[ 82500.91474358]
[-32468.50241099],[ 84314.7913951],[ 67320.2733073]
[ 76659.47041862],[-2936.25103321],[-48338.13067283]
[-50662.81436847],[-75909.71987324],[-39144.0573421]
[ 91571.82308054],[ 47517.86879192],[-88273.91556174]
[ 37273.88640688],[-96641.81078485],[-12215.01625467]
[ 94548.43693425],[-20871.16357897],[ 30734.59574873]
[-39550.98073711],[-59296.62084108],[-52491.76857185]
[-53145.34866653],[ 88718.3057449],[ 66316.07694697]
[ 25181.4180338],[-27804.66526543],[ 58322.28648986]
[ 83023.66016995],[ 17408.14719385],[ 87397.84692951]
[ 12497.80276449],[ 92152.3505716],[ 70378.94604698]
[-8356.9289514],[-4442.49030472],[ 78062.60680354]
[-13397.90477568],[-56853.83686107],[-61602.71071642]
[ 67159.13183655],[ 90872.90602442],[-8842.7325594]
[-30658.72706109],[-89318.75067205],[-46282.66068542]
[-27092.86301719],[-60478.86198451],[-54644.49272428]
[-68803.14508511],[ 71085.15338328],[ 37373.16544293]
[-2147.13416203],[-35119.32608731],[-46627.31504808]
[ 61724.6839011],[ 29168.91921891],[ 64449.9141021]
[ 77814.05989107],[ 8018.56993213],[-58857.27303362]
[ 28382.49039642],[-82124.95442849],[-64740.72798155]
[-4150.18286421],[-85748.57542001],[ 2081.78343265]
[ 57550.42034847],[ 48730.05958329],[ 32220.69946582]
[-72802.88016718],[ 27144.12019241],[ 35488.46879]
[-8231.22051902],[ 12922.34665747],[ 36399.48220768]
[-56190.45183367],[ 74479.56748161],[ 89246.11966567]
[ 6895.90673288],[ 64277.98277433],[-88963.25761468]
[ 15027.01459013],[ 22070.17917479],[ 467.02431008]
[-18838.83850822],[-45834.38266485],[ 65147.88871521]
[ 84260.84791052],[-53133.23093724],[-24495.20627548]
[ 59833.25810848],[ 13343.45615478],[ 8253.35782872]
[ 80391.08267969],[-98369.67564812],[-23725.22686256]
[-86621.55061505],[-339.90420255],[ 25638.83622749]
[ 6453.3922516],[ 33320.02396757],[-87706.98072666]
[ 52524.13986414],[-6118.49475712],[ 4579.91339688]
[ 93547.77513214],[ 26691.44249342],[ 68374.87976598]
[ 29925.13409991],[-99059.94287512],[-65327.07504714]
[-74651.15456394],[ 7224.83071045],[ 67091.56764235]
[-67041.4172017],[-35837.99406956],[-79009.74033177]
[-32039.86651734],[ 42230.33916904],[-4387.99047918]
[ 29827.25205474],[ 41848.6496019],[-36792.67086221]
[ 59607.4361416],[ 20497.13204125],[ 92538.7645381]
[-69194.31244917],[-1626.89526617],[-29069.67103284]
[ 82586.87175534],[-92992.63311432],[-72745.5592651]
[ 25619.05415597],[-98671.93699805],[-30055.49867825]
[ 707.93241395],[-98068.44201922],[ 38617.90397432]
[-32088.80818371],[ 30506.34974959],[-66907.41532666]
[ 78882.03545261],[ 99142.13700927],[-80726.55073815]
[-62388.98010992],[-65746.72141927],[-93185.17760854]
[-93130.81594194],[-91891.17204591],[-13310.75223071]
[-7810.80261741],[-82332.33502243],[-87356.81973744]
[-97852.85292132],[ 53650.78813598],[ 6972.27501197]
[ 44759.93056374],[ 7099.99739246],[ 98631.47418366]
[-8920.31754405],[-76772.64767385],[ 45926.1079284]
[-25592.16282138],[-98925.720804],[-54957.92647635]
[-66790.09989767],[ 58260.4413727],[-1877.34138591]
[ 61303.65925202],[-95750.23591714],[ 57111.65361681]
[-97899.56312131],[-14471.7061551],[ 50606.92639977]
[ 24984.70902455],[ 74426.95904314],[ 52408.44380617]
[-75883.48503737],[-3492.84099126],[ 72187.61470727]
[ 2016.10535932],[-86641.02619945],[-93041.05715064]
[ 99622.27774184],[ 33398.16861704],[-94513.73666918]
[-96259.48092405],[ 2505.65448324],[ 62379.60079883]
[-36249.61230526],[-35427.7950409],[ 93148.46911975]
[ 42504.34674697],[ 91526.56852847],[ 89342.37346541]
[-47426.62342431],[-9617.84625615],[ 78808.11861226]
[-54125.11441934],[ 35690.56177711],[ 21438.77411984]
[ 77135.80011201],[-53535.12769217],[ 81036.18060434]
[ 26425.37220387],[-69993.51314128],[ 87815.30691914]
[-42883.13653114],[-74426.24379694],[ 24736.89675822]
[ 45808.08440292],[-29333.12666349],[-49502.14180628]
[ 21430.65315148],[ 11953.159975],[ 56679.74192599]
[-44350.01132868],[-42159.74627635],[ 48030.04928538]
[ 12162.33016698],[-90311.48129574],[ 5192.64415647]
[-13316.21000076],[ 55994.0549799],[ 75130.3455997]
[ 62401.13777867],[ 80617.65154337],[-23689.70314867]
[ 44600.8351223],[ 49027.25282695],[ 60175.90875915]
[ 89432.97022785],[-79489.0391444],[ 16107.39058545]
[ 7927.15919482],[ 45325.78373665],[ 38605.83653571]
[-73725.92223838],[ 50159.51808852],[ 19931.11358213]
[-21111.14239402],[-11511.65012504],[ 98807.16548618]
[-43123.04651216],[ 72553.02856903],[ 24803.13046941]
[ 57313.42772752],[-57900.38247979],[ 69336.15242328]
[-21831.15451715],[-48968.07597729],[-26952.77011035]
[ 91024.85897742],[-50776.92526399],[-5.66421493]
[ 37228.98494334],[-51504.01462926],[-56063.02379178]
[-84674.76302756],[-80057.84649598],[ 87156.36418476]
[ 69055.95881031],[-86878.64077534],[-4490.59279542]
[-44113.26761202],[ 19862.25652035],[ 30955.93167443]
[-9324.24811756],[ 21434.49109293],[ 78721.26372684]
[-79824.57820043],[ 90854.52228782],[ 51093.57458514]
[-79252.53533888],[ 5765.34839509],[ 8652.10945037]
[ 45675.53004328],[-77357.64722408],[-85670.94215334]
[-97700.33528764],[ 73926.09653921],[ 74197.04223004]
[ 60804.34623828],[ 84958.35724838],[-12888.89962861]
[ 98399.32613058],[-46001.03527955],[ 28974.60873646]
[-90885.71984748],[ 92621.5993059],[-17504.24707543]
[ 35084.71934456],[ 25996.07282987],[ 71312.1086941]
[ 99813.23906903],[-563.41668624],[ 82588.0814899]
[ 86629.46035799],[ 3522.61437599],[ 85662.02100875]
[-9401.96424521],[ 89118.68906648],[ 48155.82196385]
[-62530.59822407],[-32980.03230893],[ 3338.44184151]
[ 18127.77987081],[ 47385.08318061],[-78301.77515591]
[ 92598.38035443],[ 77238.81888824],[-55821.1177136]
[ 22744.86690376],[-30477.20465866],[-74469.31143751]
[-14212.05192824],[-78533.25803823],[ 63808.63369346]
[ 16467.45890307],[-20443.79306648],[ 52893.12800263]
[ 49280.89661866],[ 99072.41999049],[-92750.47505076]
[ 82520.00749252],[-47786.32940446],[ 75636.45670628]
[-26990.00608568],[-45206.31880425],[-58072.46587279]
[-51588.96411265],[ 38300.59354779],[-13813.08604963]
[ 54613.27584565],[ 56470.78569721],[ 93021.28029314]
[-72211.27523727],[-16674.06534537],[-14910.04281588]
[-85244.46211528],[-2341.53024058],[ 1819.43624449]
[ 43159.32484518],[ 36135.68190933],[-48460.415603]
[ 96782.99363622],[ 97936.97455837],[ 16547.7908426]
[-39983.84572382],[ 82839.81284235],[ 8682.78561607]
[-27794.39238073],[ 3123.10116812],[-93286.57101459]
[-31092.21608074],[ 53100.4418945],[-41405.19698288]
[ 89199.86626514],[-60802.59656193],[ 18245.54087711]
[-33391.90064258],[-59729.33053787],[-36944.75680312]
[-85245.58189654],[ 15880.07525732],[-31302.6495948]
[-3522.0523702],[ 85051.76959851],[-67454.42591824]
[ 19682.47285136],[-63000.58343374],[ 55528.76068858]
[ 62291.5946781],[ 95492.21510806],[ 58755.23844353]
[-25064.7384812],[-6706.12555188],[-67990.61468382]
[ 25444.1333097],[ 18368.42232202],[-92025.60588969]
[-56516.75793323],[-66423.58736448],[ 53707.82606451]
[ 39540.67247057],[-7408.56683107],[ 36001.74342675]
[-45449.58687097],[-34402.61517861],[-63029.09374099]
[ 84090.37937589],[-38001.01642691],[ 86099.33120236]
[ 41703.79780134],[ 62770.85016234],[ 50703.35630069]
[ 64393.32571212],[ 1018.10338521],[ 48570.40428173]
[-58282.23457032],[-78324.93407925],[-23517.34012558]
[-2721.94989178],[ 6581.82767218],[-4463.4461654]
[-96419.76577056],[-33588.15538176],[-96928.73540439]
[-56871.48646206],[ 74221.00695643],[ 81428.26854604]
[ 57670.68431661],[ 59903.89354602],[ 18516.70927548]
[ 74046.42914514],[ 84943.91728861],[-19967.80087328]
[ 97109.87391486],[ 12766.23531655],[-36308.32344401]
[ 75087.0244251],[ 90936.9096021],[ 26674.04546765]
[ 71046.64044017],[ 79227.08253787],[ 28328.14345936]
[ 25655.38010804],[ 32136.39206842],[ 15414.30540189]
[-56827.06069002],[ 377.53675918],[-99120.88099371]
[ 20877.00595319],[-82798.02910029],[ 47486.33523178]
[ 90499.95949765],[ 39220.056039],[-55518.86904217]
[ 76745.80622531],[-86555.83195407],[ 94997.71335772]
[-93771.94932907],[-67353.50318628],[ 12765.05324323]
[ 7563.34500237],[-90649.44974676],[-88495.45108289]
[-28875.90094692],[ 97515.85414601],[-45966.80361474]
[-23132.04224768],[-75559.59604665],[ 36689.47069754]
[-58158.19630267],[ 79958.26849866],[ 31738.0272714]
[ 14560.23605679],[ 82572.39225799],[ 60616.50681182]
[-6084.71382222],[ 26584.27525688],[-20311.45392736]
[ 81024.30720221],[-38382.06454002],[ 82593.71898971]
[-95471.68138336],[ 20758.37132901],[ 79827.99074452]
[-13537.68779009],[-62293.52007333],[ 45088.07843888]
[ 14077.28894628],[-7440.37652446],[-14601.5295481]
[-5952.03239663],[ 28201.41995388],[ 28453.60401922]
[ 17905.76393304],[-33097.35174706],[-4267.49122121]
[-78026.49280689],[ 78074.90851037],[-690.90290527]
[-84568.08574042],[ 69483.74960681],[ 72034.35825997]
[ 88871.531144],[-98207.57031456],[-3414.41386452]
[ 62827.19030847],[ 59755.10819684],[ 25653.49801148]
[ 69382.23289661],[-22656.23525097],[-32859.45205061]
[-72607.58909099],[ 81514.21802341],[-12260.7654455]
[ 33515.9215195],[ 77000.9771434],[ 90309.97524431]
[-25755.94785423],[-74847.7781],[-82456.04717379]
[ 14172.63091076],[-91865.65839077],[ 86570.19717169]
[-877.46373619],[-8742.06022913],[ 21254.85761074]
[-60026.38620805],[-39213.062114],[-2855.01939226]
[-60698.35375352],[ 48855.84229036],[-54987.39217131]
[ 76268.01797031],[-90548.20699836],[ 27855.16711298]
[-76938.87844185],[ 81811.31195069],[ 5525.04365293]
[ 23131.79634389],[-68186.83416514],[ 44400.32523412]
[-32520.16861429],[ 69223.74084327],[-23618.12708242]
[ 80421.04560492],[-46722.71681629],[ 95706.37896937]
[ 64973.38034474],[ 57313.88914631],[-85540.82422589]
[ 43429.71968274],[ 61838.74393203],[-61785.20508699]
[-68297.86088238],[-78955.17602394],[ 64740.22265504]
[ 16762.67683723],[ 58597.33726689],[-65014.98521929]
[-87605.44583288],[-5294.95102277],[ 42699.83429976]
[-30434.21746881],[ 88467.12826744],[ 89269.94101313]
[ 42886.71497363],[ 24618.31418031],[-61539.31563942]
[ 21501.82492973],[-45418.85472875],[ 44070.15253221]
[ 22286.31579346],[-39977.07086916],[-10653.5043796]
[ 24367.41270928],[ 94351.31895707],[-73218.0188863]
[-27736.41906186],[ 37699.57339494],[ 7420.81681175]
[ 42810.62842408],[ 33730.63777344],[ 67645.29267698]
[-53299.38818657],[ 46168.27683117],[-41979.69496985]
[-43981.42532827],[-60708.33245546],[ 1750.98380347]
[ 74540.97341046],[ 60714.49850557],[ 22629.49868292]
[ 99685.11621669],[ 88081.68487702],[-33300.48386713]
[ 15738.03738363],[ 27247.3702975],[ 66036.09916884]
[-1503.34691758],[-88112.40556284],[-19073.9900395]
[ 75878.40864037],[ 28135.49224624],[-60754.57398343]
[ 26001.92779185],[ 43697.28615893],[ 7809.83349176]
[ 86959.27500654],[ 39245.84414359],[ 96727.48961098]
[ 13587.60843784],[-35776.96133865],[ 1755.31187651]
[ 81850.17799209],[ 19029.17898802],[ 88922.45884629]
[ 73993.60651456],[-98520.57696984],[ 86430.4477637]
[-9345.90766673],[-26963.84662631],[ 2518.60041245]
[ 14163.91601529],[ 65791.62912774],[ 11223.58198886]
[ 13553.93164416],[-87544.46954839],[ 60064.38546875]
[ 25055.84800605],[-1887.18038993],[-97473.57364752]
[ 56039.268371],[-15499.46309757],[ 54346.4379167]
[-73059.4797328],[-20333.49978475],[ 28394.13695674]
[-62806.89850459],[ 97582.5679633],[ 98390.2901426]
[ 8643.65379704],[-57001.56263514],[ 50427.97516463]
[ 65299.87342176],[ 69669.16739395],[ 34919.93456197]
[ 75946.35865781],[ 52201.22133715],[-30408.05652797]
[ 64379.2010568],[ 94940.83837638],[-21279.86578724]
[ 81805.553936],[-98360.9840097],[-4398.67668678]
[ 10611.00594742],[-24224.01732495],[-8375.22911863]
[ 4857.33911115],[-8002.14855461],[-79148.15190412]
[-41765.61432513],[-99733.6406918],[ 95821.62837774]
[ 81657.37996695],[ 91536.91542963],[ 57853.98855082]
[ 73935.24762166],[-90578.98411173],[-28383.12340408]
[-85311.36164471],[ 12035.27195029],[ 15023.68919802]
[-58630.89395765],[-15795.82251774],[-13624.10600787]
[ 69878.58251757],[-39301.55070576],[-20460.13218862]
[ 17150.41345063],[-82490.6983415],[ 72224.14240621]
[-44930.94765216],[-34293.8739772],[ 27746.8859739]
[ 86604.80295591],[-14139.35480299],[ 83435.23777475]
[ 27845.69822338],[ 52800.44608219],[-2222.10571233]
[-63772.00437598],[-24482.70500203],[-57864.87429898]
[ 75985.16974888],[-94837.40121084],[-84562.34460331]
[-34269.79516744],[ 25859.34361361],[ 27742.59620218]
[-63108.16834397],[ 54006.10239084],[-80510.96338714]
[ 49570.42796309],[ 20057.5062417],[ 82352.31575678]
[-17986.5985929],[ 74735.1705444],[ 1927.41342506]
[-16222.21041844],[-4840.68739198],[ 50343.11032742]
[-34163.91589302],[-98089.56294167],[ 88808.03167527]
[-46532.37223206],[ 4147.60664464],[ 12765.22889861]
[-14535.1557902],[ 16972.93879647],[ 63691.95540488]
[ 88760.81633306],[ 11232.88870593],[-26309.17271432]
[-91548.51441835],[-95543.16275988],[ 72889.17330323]
[-50826.42067043],[-92314.27043358],[ 34304.88158449]
[-65854.97038508],[ 24773.69810265],[-20152.29045365]
[-96868.46269026],[-3530.84193282],[-88906.16270987]
[ 79028.75958119],[-4870.66168725],[ 54867.86944835]
[-49353.6378994],[ 19223.00433979],[ 34696.76327202]
[-18517.88717592],[ 72846.8359463],[ 21202.93078787]
[-708.14409207],[-4028.43522562],[ 18659.98013013]
[ 87920.42420474],[ 71017.39101775],[-18784.91619868]
[ 28572.00583361],[ 69220.15287508],[ 85551.2165858]
[-13098.39709241],[ 22365.17210513],[-12324.01840163]
[-12760.41457954],[ 17890.42882597],[-5883.63117437]
[ 71444.57294717],[-3567.56369502],[ 81295.82413945]
[ 98096.85387488],[-46862.29270466],[-9548.04118201]
[-60710.98057291],[-45177.25776465],[ 36627.68831928]
[-43875.37007366],[-31792.2384669],[-35338.8201469]
[-55355.51138576],[ 84433.20018268],[-43126.74086448]
[ 82780.12393034],[ 95051.92953086],[ 16569.90209852]
[ 82409.04610751],[-2061.40270865],[-93523.78434761]
[ 27773.45043628],[-34994.1875989],[ 2525.2803986]
[ 68346.37476636],[ 20695.83025834],[-93590.2180248]
[ 7542.37302812],[ 67678.20614116],[-13183.67225441]
[-59318.90898952],[-97972.67419086],[ 24220.84437147]
[-53239.54846888],[ 89830.72372936],[ 71528.28467679]
[ 73232.70712401],[-9060.8881098],[-48042.34027205]
[-82644.41412374],[ 71711.19516496],[ 74050.64036768]
[-90265.95772862],[-42344.16489145],[-29190.51161887]
[-88023.48492795],[ 37348.88489641],[-5718.95661742]
[-5996.77910016],[ 92576.60995692],[ 60986.76260406]
[-33153.7096294],[-39409.19601442],[ 71293.2192915]
[ 44458.00361495],[ 41878.75432573],[-56928.63641914]
[ 75387.12844254],[-71933.22395325],[-6249.10893615]
[-89194.34756655],[ 63503.35913277],[-48520.18405426]
[-61156.93655782],[ 33051.81198444],[ 1823.19866333]
[-47530.41806798],[-17570.06537878],[ 89512.60572737]
[-80254.52442861],[-67611.96471005],[-59780.18317164]
[-34033.30675954],[ 88055.61593658],[ 35961.54701932]
[-47546.6856776],[-49602.19958546],[-16526.92459166]
[ 17946.41675446],[ 82239.21548009],[-34288.44332377]
[-79253.13603447],[-89311.67682022],[-17146.70270523]
[ 74350.68092464],[-62953.00466561],[-73699.71859177]
[-8680.17199436],[ 49632.16723092],[-10880.7707634]
[-53313.11802937],[ 50587.35923765],[ 41614.02704886]
[ 35591.98248973],[-20267.29652218],[ 59017.56527296]
[-18936.17285236],[ 59334.86756537],[-22970.14592549]
[ 18223.14724979],[ 41495.07272329],[ 57990.63280584]
[-33127.25435801],[-47623.73878196],[-95969.32310362]
[-57122.89110217],[ 66340.09459061],[-86183.92350016]
[-87479.30139774],[-79247.36891446],[-58964.17223848]
[-80470.3178067],[-12349.20596876],[ 44134.53339515]
[-98165.39895303],[ 77386.64434387],[-24365.04886993]
[-90187.51242171],[ 12027.21365776],[-51792.22853904]
[-75783.97535353],[-83168.36927833],[ 41031.33669117]
[-32899.44296679],[ 61613.8501802],[ 9231.25138973]
[-4357.14035028],[-57743.28806837],[ 3475.97424544]
[ 62188.3190022],[ 68297.69827602],[-53605.04750924]
[-99794.72213345],[-74942.23648665],[ 64473.48841753]
[ 72867.51202436],[ 71426.65983943],[-58463.81279253]
[-22727.75019891],[-44258.27362953],[ 30283.0312972]
[-59895.89364792],[-41198.53088552],[ 63013.69113616]
[ 98243.56594313],[-87728.02016043],[ 88340.87396806]
[ 42260.51608587],[ 7437.11710925],[-92128.32482825]
[-27233.74344843],[ 26714.32670628],[-28072.61749176]
[ 69993.75128517],[-98491.4425784],[ 87448.59764703]
[-15609.21716419],[ 36515.24944976],[ 94764.73948441]
[ 90935.69706926],[ 62861.28534556],[-44085.98622386]
[ 55502.76939869],[-68649.0191889],[ 69118.24966197]
[-41244.51740187],[-93865.2468626],[-39787.09198701]
[ 47078.21175443],[ 30166.83996269],[-31263.99476549]
[-50325.78672984],[ 45195.12589589],[ 53772.43186769]
[ 92005.80853145],[-29538.32910965],[-40479.77365969]
[-46270.00794617],[-13513.29329058],[ 85818.86111844]
[-79318.18549919],[-51135.16109844],[-97850.24020531]
[ 56949.11717373],[-23667.54271506],[ 46805.64496237]
[ 61450.9019869],[-3709.38568001],[ 79989.84133605]
[ 87240.30738146],[-83366.61285116],[ 88254.05119158]
[ 45016.35312957],[-71319.35257313],[-77733.55284925]
[ 60024.94484911],[-84720.95347101],[ 91565.623101]
[-11817.75141559],[ 21823.08686278],[-8055.53348676]
[-38442.38967379],[-76332.83742856],[-95549.28939264]
[ 82261.51404199],[ 24799.29153662],[ 67652.24920879]
[-91740.55628962],[-3935.96187546],[ 69421.52853459]
[-76417.49570731],[-19134.30147254],[-68906.64690406]
[ 82835.0202925],[ 53603.0181921],[-51157.69484502]
[-94725.25501113],[ 92065.78280089],[-49634.55186355]
