[ 64752.83540698],[ 82848.72287671],[ 83090.59372433]
[-48974.41471869],[ 90986.27960203],[ 82458.69327791]
[-51930.34967532],[-64367.9877914],[ 27973.88621126]
[-89963.20338835],[ 60564.79300601],[ 61662.0171288]
[ 18698.70147622],[ 9627.53249742],[-32658.93062355]
[ 35170.18700434],[ 45417.19255487],[ 58587.77119546]
[ 34793.29304835],[ 42871.2196269],[ 82040.41649368]
[-11755.20472611],[-99392.96481727],[-8973.52571647]
[-43786.50288271],[-43095.18434304],[ 54139.29368318]
[ 36175.21774708],[-61870.08282315],[ 53259.7982253]
[-9702.06121971],[ 72707.05781049],[ 47115.37156914]
[-34707.34435776],[-92692.05840102],[ 55817.07371831]
[-79232.56791558],[-13737.2510056],[-26073.71773469]
[ 17076.45539511],[-41321.31203954],[ 28405.94375716]
[ 4402.02052959],[-90081.8742067],[ 94508.88502178]
[-87864.5841268],[ 50302.32155888],[-33887.24370901]
[-19748.98593301],[ 73182.9731913],[-73738.05598418]
[ 86744.94916792],[ 91125.10718921],[ 98091.69444486]
[ 48672.16527428],[-83987.96244991],[ 6827.51056461]
[ 12595.45271513],[-93377.53863971],[ 25582.9642129]
[ 21406.30378663],[ 40963.16545057],[ 98426.79174822]
[-46677.02122573],[-40310.55560631],[ 23320.44343412]
[ 97890.59807853],[ 89623.29316638],[-83741.73541821]
[ 60839.9710275],[ 94534.78100821],[-23712.88654536]
[ 2104.71379918],[ 11193.56600076],[ 34059.31962894]
[ 95109.22578689],[ 47834.15437316],[-65095.22267659]
[ 28108.79055988],[-39873.73270417],[-23126.72529465]
[ 97766.84463991],[ 84069.05714529],[-55995.45067998]
[ 80240.63601992],[-88691.36036749],[ 1788.63886001]
[ 47638.09603952],[ 85867.46857883],[-89195.64555866]
[ 12627.84975882],[ 87554.6049222],[-60240.41261104]
[-56175.87591244],[ 55988.23067118],[ 22990.87035143]
[ 8206.69722984],[ 84175.33126309],[ 43791.3705506]
[-85509.73476895],[ 81258.10386802],[-11099.16137801]
[-13074.62184779],[ 73944.16374947],[-92868.36863473]
[-50973.12325231],[ 11574.62781398],[ 91682.7506728]
[ 10803.06201488],[-64365.18413072],[-67245.08156537]
[ 54247.13191563],[-28187.60124003],[-87251.96389595]
[-11672.15344958],[ 35385.04427975],[-25927.00423844]
[-92724.4749987],[ 87634.2359466],[-47679.89591714]
[-22424.00040893],[ 61204.5163155],[-99156.99265084]
[-71768.11039254],[-7401.1245006],[-90633.20526003]
[-68610.62952181],[ 52876.34576781],[-88340.67581262]
[-68471.68125603],[-62449.97669654],[-9897.13137346]
[ 59441.92351332],[-63992.3138391],[ 8253.0583906]
[-42014.68312312],[-57640.65256207],[ 46035.59420908]
[ 98492.58547324],[ 34156.31617794],[ 80652.47707681]
[ 26692.91386683],[-6096.20613568],[-1121.77436406]
[-7810.97812442],[-64116.26357141],[ 26122.28567655]
[-71263.89479315],[-773.15908969],[-74982.11485105]
[-73402.04665076],[-48318.80425813],[-63449.4489182]
[ 92241.25436615],[-50680.60024761],[ 63245.76237963]
[-29389.24718467],[-96603.44202042],[-28681.22808361]
[ 58812.35948786],[-65411.12276585],[-14863.96567696]
[ 68230.35997216],[ 16429.73019242],[ 35458.34088213]
[-411.64106848],[ 49490.51105095],[-36369.72683331]
[-83951.16359683],[-48344.03722568],[ 64183.95499532]
[-89673.5538139],[ 34851.3987695],[-61254.09782297]
[-28231.44822726],[-54798.33852219],[ 53716.62380229]
[-34440.23359453],[-37986.53689906],[-21507.93277753]
[ 2878.86399473],[ 6761.73194388],[-71397.88616157]
[ 62256.98641397],[-86909.25008519],[ 72707.59437645]
[-45370.58917706],[-2104.75420546],[-26653.85636528]
[ 97210.7238499],[ 43200.76631319],[ 36710.52828862]
[ 23097.983538],[-51286.5029935],[-19964.72222648]
[ 32850.61884594],[ 69727.94352958],[-19136.57137876]
[-27016.53316761],[-65917.3521815],[ 57220.07298622]
[ 14752.81260037],[ 89169.91987626],[-66576.03070477]
[ 97580.44685793],[-64540.97528624],[ 51948.79205758]
[-21639.97868368],[-17883.81601274],[ 61312.80556176]
[ 35883.23603681],[ 49703.77825171],[ 36603.50254111]
[-80082.843397],[ 84718.91852067],[-74658.75895171]
[ 35551.89023273],[ 98884.92736477],[-12130.22205589]
[ 26067.16396401],[-3062.30004624],[ 12317.9706762]
[-55960.80082411],[-1626.87799804],[-64237.74332125]
[-83527.54687604],[-62789.31928108],[ 90113.9695477]
[-80088.44038718],[-9466.463774],[-70107.68843011]
[ 63170.8266433],[ 74650.92682845],[ 10934.61094977]
[ 38501.30896994],[ 53470.26993245],[ 14739.05543734]
[ 62027.70698093],[-51783.22140923],[-25768.28785161]
[-33654.97363362],[-90057.90696988],[-34176.36021152]
[-36777.68693628],[-71283.188449],[-69721.38140628]
[ 89992.24895937],[ 92563.38388468],[ 57267.49174526]
[ 16290.82429258],[-74626.17010624],[-48232.83289781]
[-93245.44636492],[ 75728.29364831],[ 65872.67053016]
[-57950.98248054],[-7114.54279546],[ 95340.30610526]
[-28827.0035055],[ 26924.79802342],[-23377.86009582]
[ 97511.50503611],[ 58706.3258014],[ 98967.35831423]
[-34353.17357639],[-68723.64549557],[ 47636.337427]
[-93091.67348925],[-99740.9911529],[-22162.43161545]
[-48349.89237128],[ 87801.25651937],[-6984.28250892]
[ 43175.8617533],[ 23971.01537396],[-63176.44389937]
[ 27152.98113324],[-4971.28192429],[-15842.40767364]
[-32176.44098541],[-46634.03077102],[ 77079.73455652]
[-25996.65998648],[ 91525.71446848],[ 36645.78783261]
[ 47592.2068932],[-70703.94275731],[ 85837.03595747]
[-24503.29459117],[ 26503.11621714],[-76680.58162855]
[-95256.26423819],[-44328.13224413],[ 74560.15757352]
[-16814.04407984],[-34708.04624367],[-50225.0540231]
[-197.36575769],[ 80469.92886195],[ 29837.77974067]
[ 15020.42187514],[-29445.46891437],[ 80315.30339642]
[-77087.10762495],[ 79160.94294175],[-73907.78682008]
[ 86935.67045],[ 90422.4735847],[ 74388.82572034]
[ 88061.34364324],[ 74541.2235466],[-41873.39575777]
[ 38069.81573802],[-86461.65506622],[-88437.45288769]
[ 32014.34915552],[-79963.09636082],[ 39806.25900466]
[ 3762.46814375],[-74961.30243595],[ 59776.97467665]
[ 49577.18730575],[-21770.71860883],[ 79802.02913553]
[ 13412.00089474],[ 31638.26876938],[ 87368.39387267]
[-85842.52792264],[ 91864.28253972],[-58614.92700737]
[-81942.51156416],[-15207.11412728],[-24718.78657201]
[-71576.21963946],[-75860.41724986],[ 20464.11286874]
[-37943.62227421],[ 30755.32681438],[ 99106.30935449]
[ 613.46285574],[ 65892.95430186],[-9968.81188435]
[ 27893.18729617],[ 67373.14421983],[-66827.10545639]
[ 8162.65126475],[ 58651.30798038],[ 9480.24293144]
[-44315.09689844],[-27158.89616416],[-70078.12304154]
[ 76076.76273469],[ 29312.00084119],[-71656.30384509]
[ 18547.85207206],[ 96629.2449301],[ 60455.88413899]
[-88003.21201629],[ 30984.34037696],[ 89188.16613882]
[-38528.32968869],[-34954.65111822],[-54003.01992092]
[-81500.20701055],[ 53293.11239267],[-84496.07181843]
[-70870.31385646],[ 48862.3078956],[-59566.18174343]
[ 27012.0878563],[ 81447.69749442],[ 75977.00889782]
[ 33048.68307151],[-883.62415662],[-99840.2738596]
[-53480.38036265],[ 89431.04441672],[ 48220.91266418]
[-70997.48148341],[ 19134.64523232],[-67146.58508149]
[ 53948.2130067],[ 26784.95421062],[ 22147.91865397]
[ 74871.03051361],[ 28252.14517365],[-34255.49253599]
[ 25649.55939772],[ 72675.36228077],[-28048.07464196]
[ 39457.29536792],[-53516.46943909],[-39038.29778078]
[ 57915.06883653],[ 98610.73032256],[ 4208.42722462]
[ 93879.79441789],[-41743.76817575],[-31948.58210201]
[-70497.86163132],[-4330.83048699],[-49889.64630671]
[-47472.41668909],[ 62762.96139413],[ 26340.25654444]
[ 27543.7145441],[-15441.06597216],[ 24134.64368368]
[-40385.34529997],[-76442.76848537],[ 82180.2116914]
[ 53824.43448138],[-84892.63011871],[-11182.92039268]
[ 70421.74343135],[ 69710.49988343],[-20003.10280141]
[ 7669.57402386],[-93796.07383398],[ 12814.79326375]
[-21977.91487495],[-19944.9025295],[-89692.80737862]
[-97900.2695297],[-61971.77596263],[-74896.20258832]
[-4920.24889516],[-66397.59544527],[ 29686.60298139]
[-12492.2539628],[-81952.41563917],[-64982.76110166]
[ 24609.24482838],[ 79748.79045796],[-8324.3707419]
[ 14425.81769835],[ 51791.63615548],[-57157.5366915]
[ 920.14200618],[ 80998.60475503],[ 40018.2631475]
[-46456.07943528],[-36366.92499325],[-75050.81738894]
[-43417.39751744],[-21065.59219846],[ 21119.56101549]
[ 55003.45566534],[-70595.3149071],[-56432.54376179]
[ 89385.91321531],[-66554.14531628],[ 96436.59081409]
[-10115.3908536],[-56869.63535736],[ 36636.53001378]
[-20500.05675101],[-10720.54702462],[ 71858.78118217]
[-68017.36634454],[-32639.27218869],[ 58889.01904443]
[ 66656.05657342],[-12020.01913265],[-59145.0103276]
[-40435.59644287],[ 98927.33546268],[ 61629.48508911]
[-9205.13926368],[-93123.92712621],[ 27836.02608589]
[ 12125.36783879],[-77419.81614492],[ 77280.40710387]
[-96114.2206363],[ 11737.45818192],[-38098.12698506]
[ 38186.1664666],[ 76868.24746392],[ 19019.11537175]
[ 46142.60420474],[ 53725.13780466],[-21967.71806614]
[-75909.1370265],[ 63796.6403547],[-9649.37939483]
[ 80403.74303622],[ 52972.79613294],[ 65191.16133773]
[-56116.65115771],[ 15091.31959112],[-22283.10353382]
[-76546.64101245],[-33623.67573416],[-16910.95255055]
[ 82918.84619232],[-53144.91918787],[ 1936.56814416]
[-65156.3621534],[-70687.65197256],[-49628.52958691]
[ 40235.53499918],[-56943.63029504],[-33832.48675063]
[-62250.8416925],[ 12282.61858045],[-50693.78004792]
[-28525.88615917],[-72658.34380238],[ 40858.7367794]
[-37182.1872625],[ 80342.55095807],[-39295.3903385]
[-14224.21358528],[-94565.35000136],[-92634.95063304]
[-90130.72122657],[ 79647.23846088],[-90101.51735922]
[ 17065.1844555],[ 91254.06200825],[-7768.68460821]
[ 82574.93504813],[ 64726.62638443],[ 98933.89836003]
[ 51358.57457885],[-45691.13890369],[-38136.31974443]
[ 38652.68167025],[ 25268.28285318],[-30906.86049835]
[-82789.30359638],[ 10296.60400993],[ 27386.03227055]
[ 56565.74179431],[ 26485.51035923],[ 91606.44646908]
[ 95214.83492025],[ 76001.39246837],[ 44862.34595536]
[ 66943.53817903],[ 10927.72516717],[-95208.06867363]
[ 83505.51479602],[-86630.66551148],[-47370.23654568]
[ 696.62800285],[-61720.62811751],[-52935.62507671]
[-57213.00358989],[ 3386.65030864],[-46564.70143708]
[-90947.26497501],[-26338.36548781],[ 68987.04340429]
[ 92311.52180845],[ 32856.05492139],[-29858.57033536]
[-4602.0394246],[-4925.5146041],[-36841.48111958]
[-18945.91979528],[ 1397.64664627],[ 57756.35675825]
[ 24460.74343228],[-44706.86138861],[ 69996.26231409]
[ 86382.87971878],[-69155.40707741],[-65549.87134691]
[ 64825.65068548],[ 60057.06926081],[ 72195.46232736]
[-21719.82942144],[ 57808.04111567],[ 6104.40395719]
[-35425.52279146],[-33625.80653239],[ 42728.80990653]
[-79705.00313372],[-39129.68612557],[ 18250.00668341]
[ 82812.16397869],[ 93571.80742699],[-55585.96427126]
[ 66657.04658905],[-7326.41745131],[-41388.8553766]
[-89275.51981649],[ 41336.80469563],[-26294.72710876]
[ 12179.15193482],[-17757.10578917],[-77435.84276309]
[-92443.26415558],[-79486.7772202],[ 55363.41046888]
[ 48264.1569961],[-99020.34091673],[-53061.3032292]
[ 82307.35601521],[ 60099.93878816],[ 2945.1448162]
[-56940.27653473],[-82489.90396769],[-69433.94314221]
[ 97188.72709009],[ 93927.05058679],[-56232.8878379]
[ 99850.16113409],[-70615.45795102],[-90357.47952586]
[-18720.89812056],[-28007.82649016],[ 57367.09978631]
[ 44238.50251408],[ 66306.81149972],[-74688.42358022]
[-37015.19788017],[-6561.67900157],[-7046.05147314]
[ 85035.44162496],[-37315.21575837],[ 56154.47951909]
[-42933.71169891],[ 66738.93165802],[ 79367.48404091]
[-75460.79405323],[-20865.96012147],[ 35164.0674539]
[ 52564.48799105],[ 35919.26156944],[-56311.17798862]
[ 46253.87837793],[-68721.41227228],[ 863.04726273]
[-61542.0241697],[-74339.08853132],[ 54557.83068922]
[ 57896.36865644],[-62361.31977967],[-96446.0393073]
[ 21259.39868448],[-57235.24738026],[ 88270.73740017]
[ 45318.31788054],[-46582.35689042],[-38096.22550793]
[-85065.78822385],[-78292.46551597],[-74590.2573487]
[-70742.78614231],[ 60275.05556205],[-66559.19156416]
[ 76028.49173848],[-43704.99360799],[-91796.72915251]
[ 53477.51019065],[ 34885.46178919],[ 40861.95056315]
[-93410.21011765],[ 97734.27544727],[ 75090.70839127]
[ 65020.43553761],[-10320.5418908],[-76104.85158725]
[ 13048.20084024],[ 42020.87375596],[ 50735.88787362]
[ 92858.64678165],[ 47096.98735565],[ 52155.87748463]
[-86251.72821687],[ 49969.44254202],[-2608.16223508]
[-46187.56531825],[ 76838.79469103],[-13113.67658412]
[-99744.7362206],[ 78839.21851531],[ 63947.53607635]
[-87372.19115947],[ 26941.71808182],[ 97968.0870913]
[-54367.09439437],[ 46898.52480653],[ 93851.3565046]
[-47463.34864855],[-52197.10900876],[-80612.95754646]
[ 46389.62643874],[-37161.69279319],[ 23049.3296789]
[-39903.87545216],[ 23601.12477221],[ 69903.49918761]
[ 99648.07380215],[ 6630.50665924],[ 10425.01132685]
[-19706.17127539],[-26581.74045265],[ 39423.17054746]
[-68530.84688047],[ 78791.04199526],[-20738.84187429]
[ 79150.96608385],[-32148.17585862],[ 4278.04174055]
[ 49133.69234343],[-44886.20940455],[-78165.14321438]
[ 31719.31651606],[ 85886.55529349],[-76251.96339899]
[ 23592.46323779],[ 80745.93421214],[ 47717.65117503]
[-62965.94212504],[-7135.41334773],[-76414.50676658]
[-75368.86076299],[-33465.32343661],[-23592.81946693]
[-23208.0235234],[ 66254.32982682],[ 38093.61564033]
[-82006.64945608],[-17592.42957228],[ 53678.48994214]
[ 51509.43402468],[ 49935.48681131],[-29257.82034575]
[ 63003.94036815],[ 83074.67984081],[-13489.11781282]
[ 94400.41573789],[ 75670.96223509],[-24572.5737852]
[ 45394.37780605],[-22421.21397319],[ 85171.05669813]
[-61235.72400502],[ 19475.2297801],[-53894.16271315]
[ 47350.09506774],[ 45997.86155046],[ 64796.52818546]
[-41743.21907602],[ 42795.17697121],[ 35350.67163023]
[ 10726.31156221],[ 65550.1088272],[-77116.05424765]
[-17669.10821948],[ 36921.99607965],[-69913.78453109]
[ 89010.00166392],[ 84480.6444451],[ 90012.46613559]
[-98532.0392596],[-80964.05741513],[ 30811.55346344]
[-11672.08613251],[ 97546.61499407],[-44469.2592107]
[ 88951.35021721],[ 29382.92965861],[ 30287.51442435]
[-39743.11172177],[-17538.97297559],[-926.41566304]
[-79413.5220826],[-75088.15588896],[ 4334.26944256]
[-79833.59165484],[-46636.1566049],[ 94027.30840891]
[-24341.51811839],[-7210.14653316],[ 56874.66556533]
[ 35885.06936388],[ 74407.21567439],[ 87523.06983743]
[-86498.11891829],[ 61827.37818421],[-34251.94910333]
[ 95001.24765345],[ 55002.4737022],[ 28211.25610296]
[-71624.22908574],[ 35266.60308682],[ 87540.79303521]
[-28361.39806022],[ 21960.13312348],[-26019.83627063]
[-64256.90651503],[-65750.57791283],[-90271.84744136]
[ 14234.69650621],[ 94607.54221191],[ 27402.08348177]
[-60310.66213917],[-98941.6185934],[-59224.26297928]
[-23413.04835346],[ 82443.87890307],[ 99046.42171161]
[ 7286.45162543],[ 77387.16231109],[-96796.96899257]
[ 1116.7190765],[-63279.58246009],[ 16689.15714458]
[ 79236.93576679],[-16780.05936248],[ 93173.33526632]
[-77262.68889399],[-65471.1399117],[ 91904.05827365]
[-41032.47426536],[ 66644.69746369],[ 59271.69288966]
[-30907.42564851],[-44951.62543235],[-3389.72308653]
[ 79646.30796949],[-11229.52858061],[ 11298.40995585]
[-79723.29739032],[-16902.16590139],[-84160.87904598]
[-95333.53190969],[ 82783.90436139],[-95768.30236954]
[-67699.13365797],[ 50954.96011805],[-24164.36121615]
[-64361.8692398],[-15783.17653231],[-83766.01821106]
[-24939.01786269],[ 66864.64315883],[-57225.83378409]
[ 8642.10051956],[ 61402.64386387],[-23178.46950557]
[ 79255.68819806],[-11051.059024],[ 54475.29379718]
[ 86494.8011583],[ 1391.23330832],[-83529.03052922]
[ 36993.19056252],[ 79229.87755397],[-4063.04009191]
[ 97455.8525979],[ 40551.61649634],[-35678.94143956]
[-71974.08434754],[-67.23893604],[ 43795.72082421]
[-24554.1724312],[ 36813.34402501],[ 98977.92427215]
[-656.51579152],[ 94974.13890234],[ 38426.82432893]
[-63255.37697647],[-11394.88982721],[-60554.11839755]
[ 31092.00477934],[ 89149.76658855],[-30922.70397195]
[ 29777.15318485],[-50121.63646022],[ 50701.43134674]
[ 73966.35480095],[ 18733.17688921],[ 47578.12417169]
[ 98886.54435964],[ 78483.49970364],[-99456.64672586]
[ 16245.99107897],[-49662.37504358],[-64107.55584526]
[ 56474.72459951],[-63149.48181013],[ 34077.53328312]
[ 13608.69315794],[-65308.85007875],[-2280.67750442]
[-80537.3258748],[-49325.34392914],[ 929.047253]
[ 36660.19926859],[-19975.06635132],[-12754.07891101]
[-1804.0839103],[ 11730.4734549],[-49566.52782616]
[-93559.50177061],[-74932.30800082],[ 84822.78712988]
[ 19697.73749274],[-67987.78328135],[ 6735.76902844]
[-79898.64476853],[-8896.88504844],[-72594.09754038]
[ 9857.17578669],[-73528.85124176],[ 77385.4504099]
[-301.8590526],[-61224.73374728],[-54458.77517164]
[-7916.01443106],[-59960.15883294],[-78005.32489255]
[-27610.55476903],[ 77223.07361764],[-3978.43174742]
[-51769.60385426],[ 99217.46552301],[ 98026.97936571]
[ 19181.99224488],[-44009.96134569],[ 58238.28773043]
[-82819.18930096],[-4899.64374113],[ 42817.62680405]
[-92598.57301219],[-47967.01346388],[-36673.07501189]
[ 48952.28890698],[-52629.98336504],[-30542.57119369]
[-75511.78437514],[ 5442.47938759],[ 21217.97522438]
[ 34477.82143259],[ 35183.15843634],[ 19193.55468186]
[-28771.7919089],[-91605.66622442],[ 3681.9530985]
[-78068.77629776],[-50875.0911591],[-67850.79086629]
[ 13331.39300191],[ 9190.11901789],[-3167.46403408]
[-89974.36818415],[-81481.73970359],[ 16029.11446999]
[ 61260.71952755],[-8871.80772847],[ 62450.03774991]
[ 95897.69090556],[-32395.38734929],[ 53823.64289835]
[ 37276.69700645],[ 26764.55175891],[-88334.93687629]
[-8658.38334289],[-3818.2102139],[ 7827.82939369]
[ 22074.5418318],[-37426.16919124],[ 91085.413387]
[-78367.36770143],[ 53171.89394202],[-65615.63373882]
[-38380.50427258],[ 34153.03466756],[ 15925.02351611]
[ 20912.8713815],[ 58478.42432611],[-68183.10866144]
[-2019.80714694],[ 84078.62501262],[-96410.30742832]
[ 94314.03712174],[-35224.39980865],[-3023.88421713]
[ 92418.28916148],[-23733.90377086],[-80878.16349656]
[-76567.31912256],[ 48465.36666885],[-91501.80808547]
[-71796.68078602],[ 82645.06616323],[-35137.50974362]
[-49549.06075171],[-50116.80095338],[ 88559.47458657]
[-52883.36360622],[-84958.70199847],[ 89388.29185166]
[ 71805.35534706],[ 29388.83640929],[-90370.99558397]
[-44164.15523134],[ 71767.28384202],[-58199.14002287]
[ 797.62041073],[-4065.96485581],[-39908.65567396]
[-60666.82146876],[ 89084.7357356],[ 23468.18754248]
[ 47815.44217265],[-10752.86593771],[-49904.30162965]
[ 49839.80543456],[-19280.32519075],[-18705.1485643]
[-67426.71938473],[-47726.04155351],[ 45763.652227]
[-32448.73593589],[-8933.92619097],[ 61475.46435885]
[ 56576.40666569],[-24350.61020253],[ 38653.16829366]
[ 39478.56996867],[-68753.50120237],[ 39095.72547912]
[-79382.32370916],[-68676.06345378],[-3862.41736166]
[-33874.40346571],[-69430.43983529],[ 4296.50945696]
[-77222.66030252],[ 37577.33010404],[ 45398.24889202]
[ 85891.09122253],[-59563.89376059],[ 3158.19207648]
[-82334.30197517],[ 69694.76078975],[ 55870.42696355]
[ 55428.21327738],[-17230.27775973],[ 17792.88227163]
[ 76889.16292774],[-34327.12081964],[ 8100.59544758]
[ 78753.16760324],[ 42035.23090064],[-20673.09183594]
[ 27633.07222121],[-41612.43055408],[ 17178.80759601]
[ 36361.73387088],[-55139.30640453],[-32555.57291106]
[ 8324.22973851],[ 23541.54476381],[ 86440.98929902]
[ 72269.10284735],[ 44778.28513273],[ 25867.55047654]
[-53348.65793555],[-70211.71306477],[ 93621.62468694]
[-53196.42561565],[-61759.03635339],[ 74287.90454907]
[-62696.25224763],[-63685.62554767],[-46895.9884726]
[ 45533.73718552],[-87670.28560757],[-54479.54034267]
[ 16209.10973201],[-2493.61176172],[-67460.70658238]
[-59269.94978771],[ 97897.54259879],[ 25325.52655918]
[ 63514.93199417],[-61797.3099466],[-61832.64350501]
[ 15823.23727189],[ 94890.57506352],[ 50928.14510856]
[ 17513.64702127],[-30065.15072069],[ 47318.77836657]
[-12965.79237563],[-80081.47496491],[ 2528.66909566]
[ 93118.7168668],[-54652.69402118],[ 48556.84298771]
[ 60431.52774452],[ 75934.6167639],[ 96683.85326444]
[-78135.12871007],[ 92446.20583385],[ 67102.73447887]
[ 12311.61453588],[ 7176.02356897],[-88935.42974434]
[ 68152.66528662],[-90158.21800317],[ 43442.3486181]
[-1030.04764267],[ 5364.04317895],[ 29975.12886751]
[-82157.29314974],[-63078.19788575],[ 21166.82473422]
[-88826.68966054],[ 35145.17146646],[-55900.32941489]
[-16696.78935265],[-53396.64410958],[ 21032.49672728]
[-47556.71342558],[ 50371.51103308],[-37405.95498486]
[ 35269.08509874],[ 14553.83337114],[ 40654.39415788]
[-51367.552419],[ 60540.18962702],[ 95760.53453882]
[ 32394.71671928],[-4432.79802752],[-56911.40264205]
[-5903.66842252],[ 6057.07784232],[-79416.36706655]
[ 96139.25834424],[ 86815.24601061],[ 63932.63582064]
[ 76237.24165521],[-32554.4026279],[ 19654.31548486]
[ 17138.75744357],[ 74335.07121966],[-38784.07281448]
[ 56343.6349662],[ 67272.47559225],[-57223.99253596]
[ 66764.36972381],[ 20705.94532959],[-14538.74272402]
[-68130.18944415],[-19018.68587988],[-17723.64788244]
[-40526.50867443],[ 77637.5348967],[ 3022.61652515]
[ 89551.51747488],[ 96072.24894864],[-90575.93814761]
[ 4434.81161565],[ 25107.55028508],[-94944.95928204]
[ 47051.43291446],[ 3856.10091145],[-42097.88823521]
[-87109.43337686],[ 66276.72354748],[ 56965.37060518]
[ 52871.36061358],[-5430.73516507],[ 51078.56479366]
[ 47394.28227743],[ 84900.33638814],[ 57728.9691559]
[-34391.29064288],[ 73553.60615323],[-25232.24048228]
[-94147.05837023],[-670.57821779],[-37497.13553809]
[ 35307.74834029],[-9654.19807705],[ 37885.68168483]
[ 40372.10040646],[ 19051.28693515],[ 9079.92327025]
[-57388.13560573],[ 70556.63689418],[ 36006.86236786]
[-6473.6754036],[-10579.66278494],[-52301.36969635]
[ 95938.87344636],[ 49482.13094593],[ 87904.36474194]
[ 38019.11571604],[-8084.13889482],[-18302.09717987]
[ 1272.35951816],[-85607.17069484],[ 20320.92144505]
[-98234.34045644],[ 98561.8242772],[ 14433.13355627]
[-47867.9603441],[-18810.72810855],[ 1566.75728127]
[-16443.32604416],[-37596.11954049],[-77752.44058036]
[-63290.59658292],[ 80739.80078263],[-26494.43002752]
[ 20396.95222731],[ 20297.65876673],[ 12173.60641947]
[-40304.98984524],[-62887.03081851],[-19544.2598487]
[-21626.37048716],[-19995.61630562],[ 37710.48662941]
[-64597.37808201],[-79853.16892587],[-55983.89775508]
[ 65112.71055678],[-16518.72654208],[-65120.24273175]
[ 11610.70515759],[ 71807.41748647],[ 48325.48266924]
[ 53859.54677703],[ 98303.04315977],[ 39618.00901375]
[-85090.16642246],[-41258.41130959],[ 33365.40453816]
[-89419.07993935],[-61934.59052777],[-90158.97593793]
[-2009.12771565],[-80415.19694542],[-28578.46674135]
[-3402.98452147],[ 53686.18601631],[ 27076.29898147]
[ 64077.8275436],[ 59367.01977517],[ 3330.1969361]
[ 93356.99095431],[-56158.02948833],[-57847.05682057]
[-5801.23085542],[ 31438.76585645],[-70436.8777469]
[ 90998.81522185],[-24692.07419431],[ 10982.70213401]
[-44330.39921292],[ 16430.28650658],[ 13505.28161684]
[-67828.58153186],[-84156.72528316],[ 54324.35853289]
[ 96974.4671219],[ 15073.28884052],[ 44144.613599]
[-35021.97924882],[ 81442.26852695],[-87529.29613269]
[ 16152.67793578],[-76469.05052635],[-11915.24185152]
[-74577.98356994],[ 24453.87287637],[ 25336.51915043]
[ 98293.07402384],[-36810.02774051],[ 74802.28135999]
[-86467.69245094],[ 50420.95990077],[ 61469.13177014]
[ 11697.53564846],[-84407.70802394],[-81567.84099892]
[-1426.36254009],[-38945.82253912],[-75713.49186162]
[ 29784.44891162],[-16764.07184712],[-4441.2987461]
[-40492.18313312],[-80213.64495633],[-55766.33701949]
[-81053.01330482],[ 69523.66819339],[-75703.32979432]
[ 48435.33345684],[-21742.32547522],[ 49921.00763825]
[-4177.73898786],[-27843.05621577],[ 80823.89127228]
[-53782.57844434],[ 99910.34635728],[ 20063.78705125]
[-51801.24475866],[-83219.77993421],[-81056.82554838]
[-40204.67858915],[ 26511.02131827],[ 28354.64979352]
[-16899.73351153],[ 31594.99658818],[ 51455.70124524]
[-3341.07732526],[-22935.80710814],[-29789.74244806]
[ 61963.06874726],[ 56245.36780538],[-74033.11324768]
[-48662.5599392],[-91027.9455283],[ 71301.37327738]
[ 32200.91760435],[ 3063.59726599],[-60253.18750974]
[-71170.39773903],[ 58392.59990921],[-12005.61577564]
[ 32883.80564582],[-27169.72541209],[ 92373.76287762]
[ 5470.89842068],[-75653.23719126],[ 16676.23420434]
[-98698.78112368],[ 82866.60285507],[ 66072.75541507]
[-43977.38793616],[-18458.90275026],[-89212.86232951]
[-23512.31333046],[ 59812.54652791],[-30415.67599553]
[-97335.22962261],[-86949.1280445],[ 86762.14966851]
[-52127.54254766],[ 97675.23389893],[ 65245.89306502]
[-18609.30474794],[ 75716.92801164],[ 67149.45333207]
[-18679.3452414],[-97175.05865082],[ 88777.13839941]
[ 79699.35719386],[-72167.31856661],[ 62975.34182647]
[-76165.6007378],[ 19514.55963506],[ 25244.26867436]
[-38235.55276729],[-12769.47470178],[ 62035.05676907]
[-31018.03656972],[-40080.97948757],[-64489.54728465]
[-81597.99680792],[ 47229.76899317],[ 76305.36245349]
[ 40239.50544017],[ 69655.30087778],[-77366.96165471]
[ 44676.64497039],[ 24004.66121555],[ 72807.92130204]
[ 91267.60613369],[ 65232.89994018],[-85973.24580919]
[-19772.54356687],[ 65685.33010667],[ 98462.64914775]
[ 86481.58051695],[-43933.77448433],[-91728.59343807]
[-36782.57812051],[ 17041.96236734],[ 27021.7618392]
[-16586.71056578],[-98045.58818756],[-2491.92512791]
[ 28396.40523318],[ 37102.69769251],[-51951.8094417]
[-94984.36404264],[ 20517.27707852],[-30739.68245278]
[ 29599.64026548],[ 1185.60261007],[-47031.90367719]
[-22737.07927374],[-25694.43818389],[-59141.54885161]
[-6347.80171169],[ 19618.95591053],[ 26171.9958576]
[ 85079.3839224],[ 20981.27309812],[ 58277.22610483]
[ 91062.20985817],[-74873.76794978],[ 57081.2516759]
[-21641.32177864],[ 38955.83186684],[ 46407.45745122]
[-76959.11481492],[ 14232.10825317],[-94479.47322956]
[ 80537.33409544],[-57133.42214584],[-11115.87186884]
